File,wb,ab,t dry,t,shrinkage strain
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2449.209748686869,-439.6518317983163
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2478.68163939394,-440.1181414841526
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2508.1535301010103,-440.5763376892297
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2537.6254208080813,-441.02664859068955
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2567.097311515152,-441.46929352843034
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2596.5692022222224,-441.9044834397173
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2626.0410929292934,-442.33242126795164
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2655.512983636364,-442.7533023473987
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2684.9848743434345,-443.1673147655273
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2714.4567650505055,-443.57463970448435
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2743.928655757576,-443.97545176311274
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2773.400546464647,-444.36991926080657
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2802.8724371717176,-444.75820452440564
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2832.344327878788,-445.14046415923497
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2861.816218585859,-445.5168493053158
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2891.2881092929297,-445.8875058796981
A_086_18,0.3164873383327899,4.0747744810346695,1.0,2920.76,-446.25257480579273
A_086_19,0.3164873383327899,4.0747744810346695,3.0,23.2736,-151.14088381412094
A_086_19,0.3164873383327899,4.0747744810346695,3.0,51.678311111111114,-185.26431817152343
A_086_19,0.3164873383327899,4.0747744810346695,3.0,80.08302222222223,-205.4389006390768
A_086_19,0.3164873383327899,4.0747744810346695,3.0,108.48773333333334,-220.0459017793052
A_086_19,0.3164873383327899,4.0747744810346695,3.0,136.89244444444444,-231.59148320008222
A_086_19,0.3164873383327899,4.0747744810346695,3.0,165.29715555555555,-241.18306120203357
A_086_19,0.3164873383327899,4.0747744810346695,3.0,193.70186666666666,-249.41234562138334
A_086_19,0.3164873383327899,4.0747744810346695,3.0,222.10657777777777,-256.63432193248747
A_086_19,0.3164873383327899,4.0747744810346695,3.0,250.51128888888888,-263.079420497058
A_086_19,0.3164873383327899,4.0747744810346695,3.0,278.916,-268.9060499105752
A_086_19,0.3164873383327899,4.0747744810346695,3.0,307.3207111111111,-274.22797415641026
A_086_19,0.3164873383327899,4.0747744810346695,3.0,335.7254222222222,-279.1297608050743
A_086_19,0.3164873383327899,4.0747744810346695,3.0,364.13013333333333,-283.6760531838904
A_086_19,0.3164873383327899,4.0747744810346695,3.0,392.53484444444445,-287.91741768467296
A_086_19,0.3164873383327899,4.0747744810346695,3.0,420.93955555555556,-291.8941838162257
A_086_19,0.3164873383327899,4.0747744810346695,3.0,449.34426666666667,-295.63905295460694
A_086_19,0.3164873383327899,4.0747744810346695,3.0,477.7489777777778,-299.1789223099285
A_086_19,0.3164873383327899,4.0747744810346695,3.0,506.1536888888889,-302.53619212037245
A_086_19,0.3164873383327899,4.0747744810346695,3.0,534.5584,-305.72972284381956
A_086_19,0.3164873383327899,4.0747744810346695,3.0,562.9631111111112,-308.77554940889837
A_086_19,0.3164873383327899,4.0747744810346695,3.0,591.3678222222222,-311.6874231568839
A_086_19,0.3164873383327899,4.0747744810346695,3.0,619.7725333333333,-314.47722920693326
A_086_19,0.3164873383327899,4.0747744810346695,3.0,648.1772444444445,-317.1553121998117
A_086_19,0.3164873383327899,4.0747744810346695,3.0,676.5819555555556,-319.73073361282553
A_086_19,0.3164873383327899,4.0747744810346695,3.0,704.9866666666667,-322.21147725220845
